PartNumber,Description,Value,Tolerance_pct,Voltage_V,Type,URL,Price
027-450,Dayton Audio DFFC-0.01 0.01uF 400V By-Pass Capacitor,0.01,5,400,Film and Foil,https://www.parts-express.com/Dayton-Audio-DFFC-0.01-0.01uF-400V-By-Pass-Capacitor-027-450,1.39
027-100,Audyn Cap Q4 0.01uF 400V MKP Foil Capacitor,0.01,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-0.01uF-400V-MKP-Foil-Capacitor-027-100,2.36
027-460,Jantzen 0502 0.10uF 1200V Z-Superior Capacitor,0.1,2,1200,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0502-0.10uF-1200V-Z-Superior-Capacitor-027-460,14.67
027-750,Jantzen 0602 0.10uF 1200V Z-Silver Capacitor,0.1,2,1200,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0602-0.10uF-1200V-Z-Silver-Capacitor-027-750,20.58
027-126,Audyn Cap Plus 0.1uF 1.2KV Double Layer MKP Foil C,0.1,2,1200,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-0.1uF-1.2KV-Double-Layer-MKP-Foil-Capacitor-027-126,8.59
027-400,Dayton Audio DMPC-0.10 0.10uF 250V Polypropylene C,0.1,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-0.10-0.10uF-250V-Polypropylene-Capacitor-027-400,2.48
027-101,Audyn Cap Q4 0.1uF 400V MKP Foil Capacitor,0.1,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-0.1uF-400V-MKP-Foil-Capacitor-027-101,2.48
027-900,Jantzen 0200 0.10uF 400V Crosscap Capacitor,0.1,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0200-0.10uF-400V-Crosscap-Capacitor-027-900,0.96
027-452,Dayton Audio DFFC-0.10 0.10uF 400V By-Pass Capacitor,0.1,5,400,Film and Foil,https://www.parts-express.com/Dayton-Audio-DFFC-0.10-0.10uF-400V-By-Pass-Capacitor-027-452,1.49
027-631,Solen 0.10uF 700V Silver Sound MKP Silver Metallized,0.1,5,700,Metalized Polypropylene,https://www.parts-express.com/Solen-0.10uF-700V-Silver-Sound-MKP-Silver-Metallized-Polypropylene-Film-Crossover-Capacitor-027-631,25.75
027-127,Audyn Cap Plus 0.15uF 1.2KV Double Layer MKP Foil C,0.15,2,1200,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-0.15uF-1.2KV-Double-Layer-MKP-Foil-Capacitor-027-127,8.92
027-462,Jantzen 0506 0.15uF 1200V Z-Superior Capacitor,0.15,2,1200,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0506-0.15uF-1200V-Z-Superior-Capacitor-027-462,14.96
027-202,Dayton Audio PMPC-0.22 0.22uF 250V Precision Audio C,0.22,1,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-PMPC-0.22-0.22uF-250V-Precision-Audio-Capacitor-027-202,0.59
027-151,Audyn True Copper Cap 0.22uF 630V Copper Foil C,0.22,2,600,Metalized Polypropylene,https://www.parts-express.com/Audyn-True-Copper-Cap-0.22uF-630V-Copper-Foil-Capacitor-027-151,52.4
027-128,Audyn Cap Plus 0.22uF 1.2KV Double Layer MKP Foil C,0.22,2,1200,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-0.22uF-1.2KV-Double-Layer-MKP-Foil-Capacitor-027-128,9.21
027-754,Jantzen 0610 0.22uF 1200V Z-Silver Capacitor,0.22,2,1200,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0610-0.22uF-1200V-Z-Silver-Capacitor-027-754,21.06
027-464,Jantzen 0510 0.22uF 1200V Z-Superior Capacitor,0.22,2,1200,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0510-0.22uF-1200V-Z-Superior-Capacitor-027-464,21.06
027-402,Dayton Audio DMPC-0.22 0.22uF 250V Polypropylene C,0.22,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-0.22-0.22uF-250V-Polypropylene-Capacitor-027-402,1.69
027-454,Dayton Audio DFFC-0.22 0.22uF 400V By-Pass Capacitor,0.22,5,400,Film and Foil,https://www.parts-express.com/Dayton-Audio-DFFC-0.22-0.22uF-400V-By-Pass-Capacitor-027-454,2.53
027-102,Audyn Cap Q4 0.22uF 400V MKP Foil Capacitor,0.22,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-0.22uF-400V-MKP-Foil-Capacitor-027-102,2.53
027-902,Jantzen 0208 0.22uF 400V Crosscap Capacitor,0.22,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0208-0.22uF-400V-Crosscap-Capacitor-027-902,1.21
027-632,Solen 0.22uF 700V Silver Sound MKP Silver Metallized,0.22,5,700,Metalized Polypropylene,https://www.parts-express.com/Solen-0.22uF-700V-Silver-Sound-MKP-Silver-Metallized-Polypropylene-Film-Crossover-Capacitor-027-632,24.98
027-152,Audyn True Copper Cap 0.33uF 630V Copper Foil C,0.33,2,600,Metalized Polypropylene,https://www.parts-express.com/Audyn-True-Copper-Cap-0.33uF-630V-Copper-Foil-Capacitor-027-152,
027-129,Audyn Cap Plus 0.33uF 1.2KV Double Layer MKP Foil C,0.33,2,1200,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-0.33uF-1.2KV-Double-Layer-MKP-Foil-Capacitor-027-129,10.17
027-466,Jantzen 0514 0.33uF 1200V Z-Superior Capacitor,0.33,2,1200,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0514-0.33uF-1200V-Z-Superior-Capacitor-027-466,17.9
027-404,Dayton Audio DMPC-0.33 0.33uF 250V Polypropylene C,0.33,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-0.33-0.33uF-250V-Polypropylene-Capacitor-027-404,0.59
027-456,Dayton Audio DFFC-0.33 0.33uF 400V By-Pass Capacitor,0.33,5,400,Film and Foil,https://www.parts-express.com/Dayton-Audio-DFFC-0.33-0.33uF-400V-By-Pass-Capacitor-027-456,1.89
027-103,Audyn Cap Q4 0.33uF 400V MKP Foil Capacitor,0.33,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-0.33uF-400V-MKP-Foil-Capacitor-027-103,2.63
027-904,Jantzen 0214 0.33uF 400V Crosscap Capacitor,0.33,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0214-0.33uF-400V-Crosscap-Capacitor-027-904,17.9
027-206,Dayton Audio PMPC-0.47 0.47uF 250V Precision Audio C,0.47,1,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-PMPC-0.47-0.47uF-250V-Precision-Audio-Capacitor-027-206,0.59
027-153,Audyn True Copper Cap 0.47uF 630V Copper Foil C,0.47,2,600,Metalized Polypropylene,https://www.parts-express.com/Audyn-True-Copper-Cap-0.47uF-630V-Copper-Foil-Capacitor-027-153,
027-130,Audyn Cap Plus 0.47uF 800V Double Layer MKP Foil C,0.47,2,800,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-0.47uF-800V-Double-Layer-MKP-Foil-Capacitor-027-130,10.8
027-758,Jantzen 0618 0.47uF 800V Z-Silver Capacitor,0.47,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0618-0.47uF-800V-Z-Silver-Capacitor-027-758,22.67
027-468,Jantzen 0518 0.47uF 800V Z-Superior Capacitor,0.47,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0518-0.47uF-800V-Z-Superior-Capacitor-027-468,14.63
027-406,Dayton Audio DMPC-0.47 0.47uF 250V Polypropylene C,0.47,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-0.47-0.47uF-250V-Polypropylene-Capacitor-027-406,0.59
027-104,Audyn Cap Q4 0.47uF 400V MKP Foil Capacitor,0.47,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-0.47uF-400V-MKP-Foil-Capacitor-027-104,2.69
027-906,Jantzen 0220 0.47uF 400V Crosscap Capacitor,0.47,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0220-0.47uF-400V-Crosscap-Capacitor-027-906,1.15
027-458,Dayton Audio DFFC-0.47 0.47uF 400V By-Pass Capacitor,0.47,5,400,Film and Foil,https://www.parts-express.com/Dayton-Audio-DFFC-0.47-0.47uF-400V-By-Pass-Capacitor-027-458,2.69
027-105,Audyn Cap Q4 0.56uF 400V MKP Foil Capacitor,0.56,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-0.56uF-400V-MKP-Foil-Capacitor-027-105,2.8
027-131,Audyn Cap Plus 0.68uF 800V Double Layer MKP Foil C,0.68,2,800,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-0.68uF-800V-Double-Layer-MKP-Foil-Capacitor-027-131,11.45
027-472,Jantzen 0526 0.68uF 800V Z-Superior Capacitor,0.68,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0526-0.68uF-800V-Z-Superior-Capacitor-027-472,15.23
027-408,Dayton Audio DMPC-0.68 0.68uF 250V Polypropylene C,0.68,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-0.68-0.68uF-250V-Polypropylene-Capacitor-027-408,0.59
027-106,Audyn Cap Q4 0.68uF 400V MKP Foil Capacitor,0.68,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-0.68uF-400V-MKP-Foil-Capacitor-027-106,2.8
027-107,Audyn Cap Q4 0.82uF 400V MKP Foil Capacitor,0.82,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-0.82uF-400V-MKP-Foil-Capacitor-027-107,2.83
027-210,Dayton Audio PMPC-1.0 1.0uF 250V Precision Audio C,1.0,1,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-PMPC-1.0-1.0uF-250V-Precision-Audio-Capacitor-027-210,0.79
027-133,Audyn Cap Plus 1.0uF 800V Double Layer MKP Foil C,1.0,2,800,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-1.0uF-800V-Double-Layer-MKP-Foil-Capacitor-027-133,12.37
027-476,Jantzen 0534 1.0uF 800V Z-Superior Capacitor,1.0,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0534-1.0uF-800V-Z-Superior-Capacitor-027-476,24.23
027-766,Jantzen 0634 1.0uF 800V Z-Silver Capacitor,1.0,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0634-1.0uF-800V-Z-Silver-Capacitor-027-766,15.81
027-4600,Jantzen 7022 1.0uF Alumen Z-Cap 100 VDC Alum,1.0,3,100,Film and Foil,https://www.parts-express.com/Jantzen-7022-1.0uF-Alumen-Z-Cap-100-VDC-Aluminum-Foil-Capacitor-027-4600,
020-634,1uF 400 VDC Audiophiler MKP Audio Grade Capacitor,1.0,3,400,Metalized Polypropylene,https://www.parts-express.com/1uF-400-VDC-Audiophiler-MKP-Audio-Grade-Capacitor-020-634,1.15
027-410,Dayton Audio DMPC-1.0 1.0uF 250V Polypropylene C,1.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-1.0-1.0uF-250V-Polypropylene-Capacitor-027-410,2.39
027-520,Solen 1.0uF 400V Polypropylene Capacitor,1.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-1.0uF-400V-Polypropylene-Capacitor-027-520,0.79
027-910,Jantzen 0230 1.0uF 400V Crosscap Capacitor,1.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0230-1.0uF-400V-Crosscap-Capacitor-027-910,24.23
027-108,Audyn Cap Q4 1.0uF 400V MKP Foil Capacitor,1.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-1.0uF-400V-MKP-Foil-Capacitor-027-108,2.96
027-261,Jantzen 0410 1.0uF 400V Z-Standard Capacitor,1.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0410-1.0uF-400V-Z-Standard-Capacitor-027-261,2.52
027-320,1.0uF 100V Non-Polarized Capacitor,1.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/1.0uF-100V-Non-Polarized-Capacitor-027-320,0.89
027-212,Dayton Audio PMPC-1.5 1.5uF 250V Precision Audio C,1.5,1,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-PMPC-1.5-1.5uF-250V-Precision-Audio-Capacitor-027-212,3.25
027-478,Jantzen 0538 1.5uF 800V Z-Superior Capacitor,1.5,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0538-1.5uF-800V-Z-Superior-Capacitor-027-478,26.98
027-768,Jantzen 0638 1.5uF 800V Z-Silver Capacitor,1.5,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0638-1.5uF-800V-Z-Silver-Capacitor-027-768,26.98
027-134,Audyn Cap Plus 1.5uF 800V Double Layer MKP Foil C,1.5,2,800,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-1.5uF-800V-Double-Layer-MKP-Foil-Capacitor-027-134,14.63
027-412,Dayton Audio DMPC-1.5 1.5uF 250V Polypropylene C,1.5,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-1.5-1.5uF-250V-Polypropylene-Capacitor-027-412,1.33
027-528,Solen 1.5uF 400V Polypropylene Capacitor,1.5,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-1.5uF-400V-Polypropylene-Capacitor-027-528,0.79
027-262,Jantzen 0413 1.5uF 400V Z-Standard Capacitor,1.5,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0413-1.5uF-400V-Z-Standard-Capacitor-027-262,1.33
027-912,Jantzen 0236 1.5uF 400V Crosscap Capacitor,1.5,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0236-1.5uF-400V-Crosscap-Capacitor-027-912,2.77
027-109,Audyn Cap Q4 1.5uF 400V MKP Foil Capacitor,1.5,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-1.5uF-400V-MKP-Foil-Capacitor-027-109,3.25
027-322,1.5uF 100V Non-Polarized Capacitor,1.5,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/1.5uF-100V-Non-Polarized-Capacitor-027-322,0.89
027-480,Jantzen 0542 1.8uF 800V Z-Superior Capacitor,1.8,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0542-1.8uF-800V-Z-Superior-Capacitor-027-480,18.5
027-914,Jantzen 0237 1.8uF 400V Crosscap Capacitor,1.8,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0237-1.8uF-400V-Crosscap-Capacitor-027-914,1.31
027-264,Jantzen 0416 1.8uF 400V Z-Standard Capacitor,1.8,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0416-1.8uF-400V-Z-Standard-Capacitor-027-264,2.88
027-214,Dayton Audio PMPC-2.0 2.0uF 250V Precision Audio C,2.0,1,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-PMPC-2.0-2.0uF-250V-Precision-Audio-Capacitor-027-214,0.99
027-414,Dayton Audio DMPC-2.0 2.0uF 250V Polypropylene C,2.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-2.0-2.0uF-250V-Polypropylene-Capacitor-027-414,2.79
027-534,Solen 2.0uF 400V Polypropylene Capacitor,2.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-2.0uF-400V-Polypropylene-Capacitor-027-534,0.99
027-640,Solen 2.0uF 700V Silver MKP Metallized Polypropylene,2.0,5,700,Metalized Polypropylene,https://www.parts-express.com/Solen-2.0uF-700V-Silver-MKP-Metallized-Polypropylene-Crossov-027-640,
027-216,Dayton Audio PMPC-2.2 2.2uF 250V Precision Audio C,2.2,1,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-PMPC-2.2-2.2uF-250V-Precision-Audio-Capacitor-027-216,0.99
027-482,Jantzen 0546 2.2uF 800V Z-Superior Capacitor,2.2,2,800,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0546-2.2uF-800V-Z-Superior-Capacitor-027-482,28.94
027-135,Audyn Cap Plus 2.2uF 800V Double Layer MKP Foil C,2.2,2,800,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Plus-2.2uF-800V-Double-Layer-MKP-Foil-Capacitor-027-135,16.54
