PartNumber,Description,Value,Tolerance_pct,Voltage_V,Type,URL,Price
Mundorf MLAL500-10,Mundorf MLAL500-10 | 10 µF | 20% | 500 V,10.0,20.0,500.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mlal500-10.html,3.3
Dayton Audio DMPC-10,Dayton Audio DMPC-10 | 10 µF | 5% | 250 V,10.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-10.html,4.09
Audyn MKTA/10/160,Audyn MKTA/10/160 | 10 µF | 5% | 160 V,10.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-10-160.html,4.67
Audyn Q2/10.0/250,Audyn Q2/10.0/250 | 10 µF | 5% | 250 V,10.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-10-0-250.html,5.17
Jantzen Audio 001-0264,Jantzen Audio 001-0264 | 10 µF | 5% | 400 V,10.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0264.html,5.74
Audyn MKTA/10/250,Audyn MKTA/10/250 | 10 µF | 5% | 250 V,10.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-10-250.html,5.74
Intertechnik ELCA/10/AX,Intertechnik ELCA/10/AX | 10 µF | 10% | 100 V,10.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elca-10-ax.html,5.99
Jantzen Audio 001-0446,Jantzen Audio 001-0446 | 10 µF | 5% | 400 V,10.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0446.html,6.98
Audyn Q4/10.0/400,Audyn Q4/10.0/400 | 10 µF | 5% | 400 V,10.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-10-0-400.html,7.4
Mundorf MCAP250-10,Mundorf MCAP250-10 | 10 µF | 5% | 250 V,10.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-10.html,8.22
ClarityCap PX,ClarityCap PX | 10 µF | 5% | 250 V,10.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px10uj250vdc.html,8.22
Dayton Audio PMPC-10,Dayton Audio PMPC-10 | 10 µF | 1% | 250 V,10.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-10.html,8.64
Audyn Q6/10/600,Audyn Q6/10/600 | 10 µF | 5% | 600 V,10.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-10-600.html,9.05
Audyn MKTA/10.00/100,Audyn MKTA/10.00/100 | 10 µF | 5% | 100 V,10.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-10-00-100.html,9.46
Mundorf MCAP400-10,Mundorf MCAP400-10 | 10 µF | 3% | 400 V,10.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-10.html,9.88
Mundorf MCAP630-10,Mundorf MCAP630-10 | 10 µF | 3% | 630 V,10.0,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-10.html,10.7
Audyn KPQS/10/400,Audyn KPQS/10/400  | 10 µF | 5% | 400 V,10.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-10-400.html,11.12
ClarityCap ESA,ClarityCap ESA | 10 µF | 3% | 250 V,10.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa10uh250vdc.html,12.77
Audyn KPQS/10/630,Audyn KPQS/10/630 | 10 µF | 5% | 630 V,10.0,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-10-630.html,16.07
Mundorf ME-10T3.450,Mundorf ME-10T3.450 | 10 µF | 3% | 450 V,10.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-10t3450.html,19.79
ClarityCap CSA,ClarityCap CSA | 10 µF | 3% | 250 V,10.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa10uh250vdc.html,20.62
Mundorf MEO-10T3.450,Mundorf MEO-10T3.450 | 10 µF | 3% | 450 V | Oil,10.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo10t3450.html,21.45
Mundorf TCAP-10T5.1000,Mundorf TCAP-10T5.1000 | 10 µF | 5% | 1000 V,10.0,5.0,1000.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-tcap-10t51000.html,22.27
Jantzen Audio 001-0578,Jantzen Audio 001-0578 | 10 µF | 2% | 800 V,10.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0578.html,38.39
Audyn PLUS/10.0/08,Audyn PLUS/10.0/08 | 10 µF | 2% | 800 V,10.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-10-0-08.html,38.39
ClarityCap PUR10uH250Vdc,ClarityCap PUR10uH250Vdc | 10 µF | 3% | 250 V,10.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur10uh250vdc.html,44.17
Mundorf SUP8-10,Mundorf SUP8-10 | 10 µF | 2% | 600 V,10.0,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-10.html,45.41
Jantzen Audio 001-0678,Jantzen Audio 001-0678 | 10 µF | 2% | 800 V,10.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0678.html,48.72
ClarityCap MR,ClarityCap MR | 10 µF | 3% | 400 V,10.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr10uh400vdc.html,50.79
ClarityCap CMR,ClarityCap CMR | 10 µF | 3% | 400 V,10.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr10uh400vdc.html,68.55
Mundorf MESGO-10T3.450,Mundorf MESGO-10T3.450 | 10 µF | 3% | 450 V,10.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-10t3450-162547202.html,82.6
Jantzen Audio 001-7060,Jantzen Audio 001-7060 | 10 µF | 3% | 100 V,10.0,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7060.html,85.91
Audyn REF/10.0/600,Audyn REF/10.0/600 | 10 µF | 5% | 600 V,10.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-10-0-600.html,123.93
Jantzen Audio 001-6138,Jantzen Audio 001-6138 | 12 µF | 5% | 100 V,12.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6138.html,1.23
Electrolytic Non-Polarized Cap,Electrolytic Non-Polarized Cap | 12 µF | 10% | 100V,12.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-342.html,1.64
Audyn ERA/12/100,Audyn ERA/12/100 | 12 µF | 10% | 100 V,12.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-12-100.html,2.44
Jantzen Audio 001-8110,"Jantzen Audio 001-8110 | 12,00 µF | 5% | 160 V",12.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8110.html,3.68
Dayton Audio DMPC-12,Dayton Audio DMPC-12 | 12 µF | 5% | 250 V,12.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-12.html,4.5
Audyn Q2/12.0/250,Audyn Q2/12.0/250 | 12 µF | 5% | 250 V,12.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-12-0-250.html,5.74
Jantzen Audio 001-0266,Jantzen Audio 001-0266 | 12 µF | 5% | 400 V,12.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0266.html,6.16
Audyn Q4/12.0/400,Audyn Q4/12.0/400 | 12 µF | 5% | 400 V,12.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-12-0-400.html,7.4
ClarityCap PX,ClarityCap PX | 12 µF | 5% | 250 V,12.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px12uj250vdc.html,8.64
Mundorf MCAP250-12,Mundorf MCAP250-12 | 12 µF | 5% | 250 V,12.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-12.html,9.05
Jantzen Audio 001-0447,Jantzen Audio 001-0447 | 12 µF | 5% | 400 V,12.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0447.html,9.46
Audyn Q6/12/600,Audyn Q6/12/600 | 12 µF | 5% | 600 V,12.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-12-600.html,10.29
Dayton Audio PMPC-12,Dayton Audio PMPC-12 | 12 µF | 1% | 250 V,12.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-12.html,10.7
Audyn MKTA/12.00/100,Audyn MKTA/12.00/100 | 12 µF | 5% | 100 V,12.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-12-00-100.html,10.95
ClarityCap ESA,ClarityCap ESA | 12 µF | 3% | 250 V,12.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa12uh250vdc.html,13.18
Audyn KPQS/12/400,Audyn KPQS/12/400 | 12 µF | 5% | 400 V,12.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-12-400.html,15.25
ClarityCap CSA,ClarityCap CSA | 12 µF | 3% | 250 V,12.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa12uh250vdc.html,22.27
Mundorf ME-12T3.450,Mundorf ME-12T3.450 | 12 µF | 3% | 450 V,12.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-12t3450.html,23.93
Mundorf MEO-12T3.450,Mundorf MEO-12T3.450 | 12 µF | 3% | 450 V | Oil,12.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo-12t3450.html,24.75
Jantzen Audio 001-0582,Jantzen Audio 001-0582 | 12 µF | 2% | 800 V,12.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0582.html,39.21
ClarityCap PUR12uH250Vdc,ClarityCap PUR12uH250Vdc | 12 µF | 3% | 250 V,12.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur12uh250vdc.html,47.48
Jantzen Audio 001-0682,Jantzen Audio 001-0682 | 12 µF | 2% | 800 V,12.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0682.html,51.61
ClarityCap MR,ClarityCap MR | 12 µF | 3% | 400 V,12.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr12uh400vdc.html,52.02
ClarityCap CMR,ClarityCap CMR | 12 µF | 3% | 400 V,12.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr12uh400vdc.html,66.07
Mundorf MESGO-12T3.450,Mundorf MESGO-12T3.450 | 12 µF | 3% | 450 V,12.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-12t3450.html,90.87
Audyn Q4/13.0/400,Audyn Q4/13.0/400 | 13 µF | 5% | 400 V,13.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-13-0-400.html,8.47
ClarityCap ESA,ClarityCap ESA | 14 µF | 3% | 250 V,14.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa14uh250vdc.html,15.25
ClarityCap CSA,ClarityCap CSA | 14 µF | 3% | 250 V,14.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa14uh250vdc.html,24.75
Jantzen Audio 001-6141,Jantzen Audio 001-6141 | 15 µF | 5% | 100 V,15.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6141.html,1.23
Mundorf ECAP100-15,Mundorf ECAP100-15 | 15 µF | 5% | 100 V,15.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-ecap100-15.html,1.64
Electrolytic Non-Polarized Cap,Electrolytic Non-Polarized Cap | 15 µF | 10% | 100V,15.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-344.html,2.06
Audyn ERA/15/100/1,Audyn ERA/15/100/1 | 15 µF | 10% | 100 V,15.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-15-100-1.html,2.47
Jantzen Audio 001-8120,"Jantzen Audio 001-8120 | 15,00 µF | 5% | 160 V",15.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8120.html,4.5
Dayton Audio DMPC-15,Dayton Audio DMPC-15 | 15 µF | 5% | 250 V,15.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-15.html,5.17
Audyn MKTA/15/250,Audyn MKTA/15/250 | 15 µF | 5% | 250 V,15.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-15-250.html,6.82
Jantzen Audio 001-0268,Jantzen Audio 001-0268 | 15 µF | 5% | 400 V,15.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0268.html,6.98
Audyn Q2/15.0/250,Audyn Q2/15.0/250 | 15 µF | 5% | 250 V,15.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-15-0-250.html,7.4
Audyn MKTA/15/160,Audyn MKTA/15/160 | 15 µF | 5% | 160 V,15.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-15-160.html,7.4
Audyn Q4/15.0/400,Audyn Q4/15.0/400 | 15 µF | 5% | 400 V,15.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-15-0-400.html,8.22
Jantzen Audio 001-0449,Jantzen Audio 001-0449 | 15 µF | 5% | 400 V,15.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0449.html,10.29
ClarityCap PX,ClarityCap PX | 15 µF | 5% | 250 V,15.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px15uj250vdc.html,10.29
Mundorf MCAP250-15,Mundorf MCAP250-15 | 15 µF | 5% | 250 V,15.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-15.html,10.7
Mundorf MCAP400-15,Mundorf MCAP400-15 | 15 µF | 3% | 400 V,15.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-15.html,11.53
Audyn MKTA/15.00/100,Audyn MKTA/15.00/100 | 15 µF | 5% | 100 V,15.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-15-00-100.html,12.36
Audyn Q6/15/600,Audyn Q6/15/600 | 15 µF | 5% | 600 V,15.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-15-600.html,12.36
Dayton Audio PMPC-15,Dayton Audio PMPC-15 | 15 µF | 1% | 250 V,15.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-15.html,14.01
Audyn KPQS/15/400,Audyn KPQS/15/400 | 15 µF | 5% | 400 V,15.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-15-400.html,14.83
ClarityCap ESA,ClarityCap ESA | 15 µF | 3% | 250 V,15.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa15uh250vdc.html,16.49
ClarityCap CSA,ClarityCap CSA | 15 µF | 3% | 250 V,15.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa15uh250vdc.html,25.17
Mundorf ME-15T3.450,Mundorf ME-15T3.450 | 15 µF | 3% | 450 V,15.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-15t3450.html,28.06
Mundorf MEO-15T3.450,Mundorf MEO-15T3.450 | 15 µF | 3% | 450 V | Oil,15.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo15t3450.html,28.88
Jantzen Audio 001-0586,Jantzen Audio 001-0586 | 15 µF | 2% | 800 V,15.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0586.html,41.28
Audyn PLUS/15.0/08,Audyn PLUS/15.0/08 | 15 µF | 2% | 800 V,15.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-15-0-08.html,43.76
Jantzen Audio 001-0686,Jantzen Audio 001-0686 | 15 µF | 2% | 800 V,15.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0686.html,53.26
ClarityCap MR,ClarityCap MR | 15 µF | 3% | 400 V,15.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr15uh400vdc.html,53.68
ClarityCap PUR15uH250Vdc,ClarityCap PUR15uH250Vdc | 15 µF | 3% | 250 V,15.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur15uh250vdc.html,54.92
Mundorf SUP8-15,Mundorf SUP8-15 | 15 µF | 2% | 600 V,15.0,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-15.html,66.07
ClarityCap CMR,ClarityCap CMR | 15 µF | 3% | 400 V,15.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr15uh400vdc.html,69.38
Mundorf MESGO-15T3.450,Mundorf MESGO-15T3.450 | 15 µF | 3% | 450 V,15.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-15t3450-162547204.html,99.13
Audyn REF/15.0/600,Audyn REF/15.0/600 | 15 µF | 5% | 600 V,15.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-15-0-600.html,173.51
Jantzen Audio 001-0269,Jantzen Audio 001-0269 | 16 µF | 5% | 400 V,16.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0269.html,6.98
ClarityCap ESA,ClarityCap ESA | 16 µF | 3% | 250 V,16.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa16uh250vdc.html,17.31
ClarityCap CSA,ClarityCap CSA | 16 µF | 3% | 250 V,16.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa16uh250vdc.html,26.41
ClarityCap CMR,ClarityCap CMR | 16 µF | 3% | 400 V,16.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr16uh400vdc.html,70.21
Electrolytic Non-Polarized Cap,Electrolytic Non-Polarized Cap | 17 µF | 10% | 100V,17.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-346.html,3.3
Audyn Q4/17.0/400,Audyn Q4/17.0/400 | 17 µF | 5% | 400 V,17.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-17-0-400.html,10.95
Jantzen Audio 001-6144,Jantzen Audio 001-6144 | 18 µF | 5% | 100 V,18.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6144.html,1.23
Jantzen Audio 001-8130,"Jantzen Audio 001-8130 | 18,00 µF | 5% | 160 V",18.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8130.html,5.33
Dayton Audio DMPC-18,Dayton Audio DMPC-18 | 18 µF | 5% | 250 V,18.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-18.html,6.16
Jantzen Audio 001-0270,Jantzen Audio 001-0270 | 18 µF | 5% | 400 V,18.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0270.html,7.81
Audyn MKTA/18/250,Audyn MKTA/18/250 | 18 µF | 5% | 250 V,18.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-18-250.html,7.81
Audyn Q2/18.0/250,Audyn Q2/18.0/250 | 18 µF | 5% | 250 V,18.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-18-0-250.html,8.22
Audyn Q4/18.0/400,Audyn Q4/18.0/400 | 18 µF | 5% | 400 V,18.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-18-0-400.html,10.12
ClarityCap PX,ClarityCap PX | 18 µF | 5% | 250 V,18.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px18uj250vdc.html,11.53
Jantzen Audio 001-0452,Jantzen Audio 001-0452 | 18 µF | 5% | 400 V,18.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0452.html,11.94
Mundorf MCAP250-18,Mundorf MCAP250-18 | 18 µF | 5% | 250 V,18.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-18.html,13.18
Audyn MKTA/18.00/100,Audyn MKTA/18.00/100 | 18 µF | 5% | 100 V,18.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-18-00-100.html,14.26
ClarityCap ESA,ClarityCap ESA | 18 µF | 3% | 250 V,18.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa18uh250vdc.html,18.14
ClarityCap CSA,ClarityCap CSA | 18 µF | 3% | 250 V,18.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa18uh250vdc.html,27.23
Mundorf ME-18T3.450,Mundorf ME-18T3.450 | 18 µF | 3% | 450 V,18.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-18t3450.html,32.19
Mundorf MEO-18T3.450,Mundorf MEO-18T3.450 | 18 µF | 3% | 450 V | Oil,18.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo18t3450.html,33.02
Jantzen Audio 001-0588,Jantzen Audio 001-0588 | 18 µF | 2% | 800 V,18.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0588.html,52.44
ClarityCap MR,ClarityCap MR | 18 µF | 3% | 400 V,18.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr18uh400vdc.html,56.16
ClarityCap PUR18uH250Vdc,ClarityCap PUR18uH250Vdc | 18 µF | 3% | 250 V,18.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur18uh250vdc.html,59.46
ClarityCap CMR,ClarityCap CMR | 18 µF | 3% | 400 V,18.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr18uh400vdc.html,74.34
Mundorf MESGO-18T3.450,Mundorf MESGO-18T3.450 | 18 µF | 3% | 450 V,18.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-18t3450.html,115.66
Dayton Audio DMPC-20,Dayton Audio DMPC-20 | 20 µF | 5% | 250 V,20.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-20.html,5.99
Jantzen Audio 001-0271,Jantzen Audio 001-0271 | 20 µF | 5% | 400 V,20.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0271.html,8.64
Audyn Q2/20.0/250,Audyn Q2/20.0/250 | 20 µF | 5% | 250 V,20.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-20-0-250.html,9.05
Audyn Q4/20.0/400,Audyn Q4/20.0/400 | 20 µF | 5% | 400 V,20.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-20-0-400.html,11.78
Dayton Audio PMPC-20,Dayton Audio PMPC-20 | 20 µF | 1% | 250 V,20.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-20.html,14.42
ClarityCap ESA,ClarityCap ESA | 20 µF | 3% | 250 V,20.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa20uh250vdc.html,19.79
Mundorf TCAP-20T5.750,Mundorf TCAP-20T5.750 | 20 µF | 5% | 750 V,20.0,5.0,750.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-tcap-20t5750.html,26.41
ClarityCap CSA,ClarityCap CSA | 20 µF | 3% | 250 V,20.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa20uh250vdc.html,26.82
ClarityCap PUR20uH250Vdc,ClarityCap PUR20uH250Vdc | 20 µF | 3% | 250 V,20.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur20uh250vdc.html,66.07
ClarityCap MR,ClarityCap MR | 20 µF | 3% | 400 V,20.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr20uh400vdc.html,66.07
ClarityCap CMR,ClarityCap CMR | 20 µF | 3% | 400 V,20.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr20uh400vdc.html,82.6
Intertechnik ELCR/22/100,Intertechnik ELCR/22/100 | 22 µF | 10% | 100 V,22.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elcr-22-100.html,1.23
Jantzen Audio 001-6147,Jantzen Audio 001-6147 | 22 µF | 5% | 100 V,22.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6147.html,1.64
Mundorf ECAP100-22,Mundorf ECAP100-22 | 22 µF | 5% | 100 V,22.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-ecap100-22.html,2.06
Electrolytic Non-Polarized Cap,Electrolytic Non-Polarized Cap | 22 µF | 10% | 100V,22.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-348.html,2.06
Audyn ERA/22/100/1,Audyn ERA/22/100/1 | 22 µF | 10% | 100 V,22.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-22-100-1.html,2.85
Mundorf MLAL500-22,Mundorf MLAL500-22 | 22 µF | 20% | 500 V,22.0,20.0,500.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mlal500-22.html,4.54
Jantzen Audio 001-8140,"Jantzen Audio 001-8140 | 22,00 µF | 5% | 160 V",22.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8140.html,6.98
Audyn Q2/22.0/250,Audyn Q2/22.0/250 | 22 µF | 5% | 250 V,22.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-22-0-250.html,9.05
Jantzen Audio 001-0272,Jantzen Audio 001-0272 | 22 µF | 5% | 400 V,22.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0272.html,9.05
Audyn MKTA/22/160,Audyn MKTA/22/160 | 22 µF | 5% | 160 V,22.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-22-160.html,10.12
Audyn MKTA/22/250,Audyn MKTA/22/250 | 22 µF | 5% | 250 V,22.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-22-250.html,10.95
Mundorf MLGO450-22,Mundorf MLGO450-22 | 22 µF | 20% | 450 V,22.0,20.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mlgo450-22.html,11.53
Audyn Q4/22.0/400,Audyn Q4/22.0/400 | 22 µF | 5% | 400 V,22.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-22-0-400.html,13.43
ClarityCap PX,ClarityCap PX | 22 µF | 5% | 250 V,22.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px22uj250vdc.html,14.01
Jantzen Audio 001-0455,Jantzen Audio 001-0455 | 22 µF | 5% | 400 V,22.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0455.html,14.42
Mundorf MCAP250-22,Mundorf MCAP250-22 | 22 µF | 5% | 250 V,22.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-22.html,14.83
